,Content ID,Score,Reaction Type,Datetime,Content Type,Category
13305,3af75639-bdaf-4461-b630-d212e7fb4f30,15,scared,23-01-2021 12:11,audio,education
13306,3af75639-bdaf-4461-b630-d212e7fb4f30,15,scared,21-02-2021 05:18,audio,education
13307,3af75639-bdaf-4461-b630-d212e7fb4f30,75,super love,12-03-2021 18:26,audio,education
13308,3af75639-bdaf-4461-b630-d212e7fb4f30,50,like,19-03-2021 08:00,audio,education
13309,3af75639-bdaf-4461-b630-d212e7fb4f30,35,peeking,28-11-2020 11:10,audio,education
13310,3af75639-bdaf-4461-b630-d212e7fb4f30,50,like,26-02-2021 03:22,audio,education
13311,3af75639-bdaf-4461-b630-d212e7fb4f30,65,love,14-06-2021 13:10,audio,education
13312,3af75639-bdaf-4461-b630-d212e7fb4f30,60,heart,23-07-2020 23:42,audio,education
13313,3af75639-bdaf-4461-b630-d212e7fb4f30,45,intrigued,24-12-2020 21:03,audio,education
13314,3af75639-bdaf-4461-b630-d212e7fb4f30,65,love,04-03-2021 11:36,audio,education
13315,3af75639-bdaf-4461-b630-d212e7fb4f30,5,hate,02-09-2020 13:23,audio,education
13316,3af75639-bdaf-4461-b630-d212e7fb4f30,5,hate,28-08-2020 10:07,audio,education
13317,3af75639-bdaf-4461-b630-d212e7fb4f30,72,adore,23-07-2020 13:25,audio,education
13318,3af75639-bdaf-4461-b630-d212e7fb4f30,15,scared,06-04-2021 00:58,audio,education
13319,3af75639-bdaf-4461-b630-d212e7fb4f30,5,hate,04-01-2021 20:14,audio,education
13321,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,70,cherish,29-07-2020 14:02,GIF,studying
13322,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,0,disgust,01-08-2020 20:51,GIF,studying
13323,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,70,want,24-07-2020 01:39,GIF,studying
13324,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,12,worried,18-05-2021 08:10,GIF,studying
13325,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,75,super love,14-08-2020 21:22,GIF,studying
13326,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,60,heart,07-09-2020 03:54,GIF,studying
13327,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,30,interested,20-11-2020 13:55,GIF,studying
13328,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,75,super love,12-10-2020 18:45,GIF,studying
13329,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,30,interested,06-04-2021 20:01,GIF,studying
13330,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,70,want,19-04-2021 07:25,GIF,studying
13331,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,35,peeking,03-11-2020 07:04,GIF,studying
13332,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,60,heart,22-01-2021 08:27,GIF,studying
13333,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,72,adore,24-05-2021 00:52,GIF,studying
13334,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,45,intrigued,03-01-2021 13:18,GIF,studying
13335,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,30,interested,25-05-2021 13:04,GIF,studying
13336,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,70,cherish,05-01-2021 09:33,GIF,studying
13337,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,50,like,15-04-2021 07:50,GIF,studying
13338,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,30,interested,14-12-2020 09:59,GIF,studying
13339,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,70,want,03-01-2021 12:00,GIF,studying
13340,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,72,adore,16-01-2021 16:11,GIF,studying
13341,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,35,peeking,13-03-2021 21:25,GIF,studying
13342,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,15,scared,09-06-2021 06:13,GIF,studying
13343,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,65,love,30-11-2020 14:15,GIF,studying
13344,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,72,adore,21-06-2020 18:52,GIF,studying
13345,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,0,disgust,08-02-2021 09:54,GIF,studying
13346,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,20,indifferent,02-10-2020 04:15,GIF,studying
13347,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,60,heart,15-03-2021 08:09,GIF,studying
13348,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,5,hate,27-07-2020 13:52,GIF,studying
13349,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,70,want,25-02-2021 15:01,GIF,studying
13350,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,20,indifferent,23-09-2020 07:41,GIF,studying
13351,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,65,love,16-08-2020 07:57,GIF,studying
13352,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,30,interested,28-10-2020 18:03,GIF,studying
13354,73fde78d-7908-4406-8377-747873ecd29a,12,worried,12-12-2020 08:06,video,studying
13355,73fde78d-7908-4406-8377-747873ecd29a,30,interested,02-12-2020 12:08,video,studying
13356,73fde78d-7908-4406-8377-747873ecd29a,0,disgust,13-02-2021 00:55,video,studying
13357,73fde78d-7908-4406-8377-747873ecd29a,60,heart,27-05-2021 15:28,video,studying
13358,73fde78d-7908-4406-8377-747873ecd29a,70,want,23-07-2020 03:03,video,studying
13359,73fde78d-7908-4406-8377-747873ecd29a,65,love,19-02-2021 06:35,video,studying
13360,73fde78d-7908-4406-8377-747873ecd29a,5,hate,09-02-2021 20:27,video,studying
13361,73fde78d-7908-4406-8377-747873ecd29a,20,indifferent,18-08-2020 00:18,video,studying
13362,73fde78d-7908-4406-8377-747873ecd29a,15,scared,21-11-2020 03:38,video,studying
13363,73fde78d-7908-4406-8377-747873ecd29a,20,indifferent,28-06-2020 14:28,video,studying
13364,73fde78d-7908-4406-8377-747873ecd29a,50,like,11-05-2021 11:31,video,studying
13365,73fde78d-7908-4406-8377-747873ecd29a,72,adore,03-02-2021 16:27,video,studying
13366,73fde78d-7908-4406-8377-747873ecd29a,75,super love,11-08-2020 22:43,video,studying
13367,73fde78d-7908-4406-8377-747873ecd29a,10,dislike,09-12-2020 04:02,video,studying
13368,73fde78d-7908-4406-8377-747873ecd29a,60,heart,06-05-2021 04:39,video,studying
13369,73fde78d-7908-4406-8377-747873ecd29a,20,indifferent,08-02-2021 13:08,video,studying
13370,73fde78d-7908-4406-8377-747873ecd29a,0,disgust,05-12-2020 01:10,video,studying
13371,73fde78d-7908-4406-8377-747873ecd29a,10,dislike,15-01-2021 07:01,video,studying
13372,73fde78d-7908-4406-8377-747873ecd29a,75,super love,22-07-2020 21:47,video,studying
13373,73fde78d-7908-4406-8377-747873ecd29a,10,dislike,07-11-2020 17:18,video,studying
13374,73fde78d-7908-4406-8377-747873ecd29a,60,heart,26-04-2021 17:41,video,studying
13375,73fde78d-7908-4406-8377-747873ecd29a,75,super love,19-11-2020 14:17,video,studying
13376,73fde78d-7908-4406-8377-747873ecd29a,65,love,11-06-2021 14:06,video,studying
13377,73fde78d-7908-4406-8377-747873ecd29a,70,cherish,18-09-2020 08:47,video,studying
13378,73fde78d-7908-4406-8377-747873ecd29a,12,worried,21-04-2021 06:15,video,studying
13379,73fde78d-7908-4406-8377-747873ecd29a,60,heart,21-07-2020 06:22,video,studying
13380,73fde78d-7908-4406-8377-747873ecd29a,35,peeking,07-11-2020 07:31,video,studying
13381,73fde78d-7908-4406-8377-747873ecd29a,20,indifferent,23-10-2020 03:29,video,studying
13382,73fde78d-7908-4406-8377-747873ecd29a,35,peeking,23-07-2020 12:16,video,studying
13383,73fde78d-7908-4406-8377-747873ecd29a,65,love,09-08-2020 10:53,video,studying
13384,73fde78d-7908-4406-8377-747873ecd29a,12,worried,05-01-2021 05:55,video,studying
13385,73fde78d-7908-4406-8377-747873ecd29a,50,like,13-12-2020 05:34,video,studying
13386,73fde78d-7908-4406-8377-747873ecd29a,75,super love,07-11-2020 10:20,video,studying
13387,73fde78d-7908-4406-8377-747873ecd29a,10,dislike,22-01-2021 05:03,video,studying
13388,73fde78d-7908-4406-8377-747873ecd29a,60,heart,12-01-2021 20:05,video,studying
13389,73fde78d-7908-4406-8377-747873ecd29a,50,like,07-05-2021 13:08,video,studying
13390,73fde78d-7908-4406-8377-747873ecd29a,12,worried,16-03-2021 06:02,video,studying
13391,73fde78d-7908-4406-8377-747873ecd29a,20,indifferent,06-11-2020 01:07,video,studying
13393,d6c98c19-5733-47fd-9b03-e4574fbe4220,60,heart,24-04-2021 06:42,photo,travel
13394,d6c98c19-5733-47fd-9b03-e4574fbe4220,75,super love,04-06-2021 22:00,photo,travel
13395,d6c98c19-5733-47fd-9b03-e4574fbe4220,70,cherish,29-07-2020 23:40,photo,travel
13397,0ce7392d-5c20-4ffa-a42f-767f51e9b466,75,super love,05-07-2020 04:21,GIF,travel
13398,0ce7392d-5c20-4ffa-a42f-767f51e9b466,20,indifferent,10-08-2020 10:05,GIF,travel
13399,0ce7392d-5c20-4ffa-a42f-767f51e9b466,0,disgust,22-11-2020 15:54,GIF,travel
13400,0ce7392d-5c20-4ffa-a42f-767f51e9b466,20,indifferent,29-05-2021 05:56,GIF,travel
13401,0ce7392d-5c20-4ffa-a42f-767f51e9b466,20,indifferent,20-12-2020 06:06,GIF,travel
13402,0ce7392d-5c20-4ffa-a42f-767f51e9b466,50,like,07-09-2020 15:43,GIF,travel
13403,0ce7392d-5c20-4ffa-a42f-767f51e9b466,70,cherish,02-04-2021 01:20,GIF,travel
13404,0ce7392d-5c20-4ffa-a42f-767f51e9b466,35,peeking,02-11-2020 16:14,GIF,travel
13405,0ce7392d-5c20-4ffa-a42f-767f51e9b466,5,hate,20-02-2021 03:14,GIF,travel
13406,0ce7392d-5c20-4ffa-a42f-767f51e9b466,72,adore,17-01-2021 19:26,GIF,travel
13407,0ce7392d-5c20-4ffa-a42f-767f51e9b466,15,scared,21-05-2021 06:33,GIF,travel
13408,0ce7392d-5c20-4ffa-a42f-767f51e9b466,35,peeking,18-07-2020 21:46,GIF,travel
13409,0ce7392d-5c20-4ffa-a42f-767f51e9b466,72,adore,14-05-2021 18:03,GIF,travel
13410,0ce7392d-5c20-4ffa-a42f-767f51e9b466,10,dislike,19-09-2020 21:36,GIF,travel
13411,0ce7392d-5c20-4ffa-a42f-767f51e9b466,75,super love,13-09-2020 11:04,GIF,travel
13412,0ce7392d-5c20-4ffa-a42f-767f51e9b466,10,dislike,30-04-2021 02:06,GIF,travel
13413,0ce7392d-5c20-4ffa-a42f-767f51e9b466,50,like,07-03-2021 20:34,GIF,travel
13414,0ce7392d-5c20-4ffa-a42f-767f51e9b466,0,disgust,30-12-2020 19:04,GIF,travel
13415,0ce7392d-5c20-4ffa-a42f-767f51e9b466,35,peeking,26-03-2021 11:32,GIF,travel
13416,0ce7392d-5c20-4ffa-a42f-767f51e9b466,35,peeking,29-11-2020 03:10,GIF,travel
13417,0ce7392d-5c20-4ffa-a42f-767f51e9b466,45,intrigued,09-09-2020 06:45,GIF,travel
13418,0ce7392d-5c20-4ffa-a42f-767f51e9b466,10,dislike,24-03-2021 16:10,GIF,travel
13419,0ce7392d-5c20-4ffa-a42f-767f51e9b466,72,adore,26-09-2020 19:14,GIF,travel
13420,0ce7392d-5c20-4ffa-a42f-767f51e9b466,5,hate,05-08-2020 05:14,GIF,travel
13421,0ce7392d-5c20-4ffa-a42f-767f51e9b466,75,super love,28-04-2021 15:54,GIF,travel
13422,0ce7392d-5c20-4ffa-a42f-767f51e9b466,30,interested,27-05-2021 01:24,GIF,travel
13423,0ce7392d-5c20-4ffa-a42f-767f51e9b466,72,adore,16-01-2021 12:23,GIF,travel
13424,0ce7392d-5c20-4ffa-a42f-767f51e9b466,0,disgust,16-01-2021 19:27,GIF,travel
13425,0ce7392d-5c20-4ffa-a42f-767f51e9b466,20,indifferent,29-08-2020 18:39,GIF,travel
13426,0ce7392d-5c20-4ffa-a42f-767f51e9b466,10,dislike,30-10-2020 00:41,GIF,travel
13427,0ce7392d-5c20-4ffa-a42f-767f51e9b466,45,intrigued,17-08-2020 18:17,GIF,travel
13429,0646f8f9-e558-4893-bb28-2228eb0c9323,70,cherish,10-11-2020 04:00,audio,fitness
13430,0646f8f9-e558-4893-bb28-2228eb0c9323,35,peeking,14-08-2020 11:27,audio,fitness
13431,0646f8f9-e558-4893-bb28-2228eb0c9323,35,peeking,26-07-2020 10:17,audio,fitness
13432,0646f8f9-e558-4893-bb28-2228eb0c9323,20,indifferent,23-02-2021 07:32,audio,fitness
13433,0646f8f9-e558-4893-bb28-2228eb0c9323,60,heart,11-01-2021 03:38,audio,fitness
13435,ed28489e-90b0-4daa-a1fa-22170cdc89d5,60,heart,10-08-2020 02:31,audio,veganism
13436,ed28489e-90b0-4daa-a1fa-22170cdc89d5,75,super love,05-01-2021 07:04,audio,veganism
13437,ed28489e-90b0-4daa-a1fa-22170cdc89d5,20,indifferent,01-06-2021 09:11,audio,veganism
13438,ed28489e-90b0-4daa-a1fa-22170cdc89d5,60,heart,05-04-2021 01:32,audio,veganism
13439,ed28489e-90b0-4daa-a1fa-22170cdc89d5,5,hate,31-01-2021 21:08,audio,veganism
13440,ed28489e-90b0-4daa-a1fa-22170cdc89d5,70,want,19-11-2020 02:26,audio,veganism
13441,ed28489e-90b0-4daa-a1fa-22170cdc89d5,12,worried,28-07-2020 13:33,audio,veganism
13442,ed28489e-90b0-4daa-a1fa-22170cdc89d5,5,hate,12-11-2020 04:28,audio,veganism
13443,ed28489e-90b0-4daa-a1fa-22170cdc89d5,45,intrigued,25-12-2020 07:20,audio,veganism
13444,ed28489e-90b0-4daa-a1fa-22170cdc89d5,10,dislike,06-12-2020 12:01,audio,veganism
13445,ed28489e-90b0-4daa-a1fa-22170cdc89d5,35,peeking,19-02-2021 07:39,audio,veganism
13446,ed28489e-90b0-4daa-a1fa-22170cdc89d5,50,like,22-01-2021 23:38,audio,veganism
13447,ed28489e-90b0-4daa-a1fa-22170cdc89d5,75,super love,30-06-2020 18:29,audio,veganism
13448,ed28489e-90b0-4daa-a1fa-22170cdc89d5,20,indifferent,20-08-2020 08:36,audio,veganism
13449,ed28489e-90b0-4daa-a1fa-22170cdc89d5,70,cherish,17-01-2021 03:21,audio,veganism
13450,ed28489e-90b0-4daa-a1fa-22170cdc89d5,75,super love,20-10-2020 01:09,audio,veganism
13451,ed28489e-90b0-4daa-a1fa-22170cdc89d5,60,heart,17-05-2021 05:18,audio,veganism
13452,ed28489e-90b0-4daa-a1fa-22170cdc89d5,50,like,12-04-2021 04:25,audio,veganism
13453,ed28489e-90b0-4daa-a1fa-22170cdc89d5,60,heart,30-04-2021 06:08,audio,veganism
13454,ed28489e-90b0-4daa-a1fa-22170cdc89d5,35,peeking,26-05-2021 12:35,audio,veganism
13455,ed28489e-90b0-4daa-a1fa-22170cdc89d5,15,scared,17-07-2020 18:37,audio,veganism
13456,ed28489e-90b0-4daa-a1fa-22170cdc89d5,60,heart,12-08-2020 12:47,audio,veganism
13457,ed28489e-90b0-4daa-a1fa-22170cdc89d5,15,scared,08-09-2020 19:23,audio,veganism
13458,ed28489e-90b0-4daa-a1fa-22170cdc89d5,0,disgust,18-01-2021 04:25,audio,veganism
13459,ed28489e-90b0-4daa-a1fa-22170cdc89d5,30,interested,30-09-2020 08:40,audio,veganism
13460,ed28489e-90b0-4daa-a1fa-22170cdc89d5,10,dislike,08-04-2021 01:20,audio,veganism
13461,ed28489e-90b0-4daa-a1fa-22170cdc89d5,75,super love,07-07-2020 09:28,audio,veganism
13462,ed28489e-90b0-4daa-a1fa-22170cdc89d5,45,intrigued,17-10-2020 22:08,audio,veganism
13463,ed28489e-90b0-4daa-a1fa-22170cdc89d5,60,heart,25-09-2020 13:54,audio,veganism
13464,ed28489e-90b0-4daa-a1fa-22170cdc89d5,10,dislike,27-01-2021 06:54,audio,veganism
13465,ed28489e-90b0-4daa-a1fa-22170cdc89d5,70,cherish,09-01-2021 17:06,audio,veganism
13466,ed28489e-90b0-4daa-a1fa-22170cdc89d5,12,worried,04-03-2021 17:51,audio,veganism
13467,ed28489e-90b0-4daa-a1fa-22170cdc89d5,72,adore,26-09-2020 23:26,audio,veganism
13468,ed28489e-90b0-4daa-a1fa-22170cdc89d5,20,indifferent,26-01-2021 01:53,audio,veganism
13469,ed28489e-90b0-4daa-a1fa-22170cdc89d5,60,heart,15-11-2020 09:35,audio,veganism
13470,ed28489e-90b0-4daa-a1fa-22170cdc89d5,50,like,01-08-2020 04:51,audio,veganism
13472,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,45,intrigued,10-08-2020 16:44,audio,Culture
13473,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,60,heart,04-11-2020 15:25,audio,Culture
13474,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,65,love,14-09-2020 20:10,audio,Culture
13475,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,72,adore,29-10-2020 15:20,audio,Culture
13476,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,0,disgust,22-08-2020 11:05,audio,Culture
13477,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,45,intrigued,01-10-2020 06:34,audio,Culture
13478,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,70,cherish,27-02-2021 16:18,audio,Culture
13479,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,50,like,11-07-2020 20:37,audio,Culture
13480,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,72,adore,05-02-2021 13:17,audio,Culture
13481,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,70,want,29-01-2021 10:38,audio,Culture
13482,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,10,dislike,28-01-2021 02:15,audio,Culture
13483,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,0,disgust,07-05-2021 07:54,audio,Culture
13484,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,70,cherish,27-07-2020 19:12,audio,Culture
13485,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,15,scared,26-07-2020 13:45,audio,Culture
13486,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,70,want,21-04-2021 21:02,audio,Culture
13487,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,70,want,16-03-2021 17:11,audio,Culture
13488,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,65,love,18-01-2021 12:31,audio,Culture
13489,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,75,super love,22-06-2020 18:08,audio,Culture
13490,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,30,interested,23-09-2020 09:41,audio,Culture
13491,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,15,scared,12-01-2021 02:31,audio,Culture
13492,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,70,want,07-11-2020 10:51,audio,Culture
13493,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,20,indifferent,16-01-2021 16:10,audio,Culture
13494,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,5,hate,15-12-2020 22:33,audio,Culture
13495,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,20,indifferent,26-06-2020 01:33,audio,Culture
13496,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,20,indifferent,22-12-2020 09:39,audio,Culture
13497,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,35,peeking,19-10-2020 10:29,audio,Culture
13498,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,12,worried,19-12-2020 17:23,audio,Culture
13499,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,50,like,10-12-2020 04:39,audio,Culture
13500,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,50,like,06-08-2020 22:46,audio,Culture
13501,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,72,adore,31-10-2020 20:24,audio,Culture
13502,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,20,indifferent,08-09-2020 06:38,audio,Culture
13503,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,20,indifferent,27-05-2021 08:53,audio,Culture
13504,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,72,adore,28-08-2020 11:01,audio,Culture
13505,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,45,intrigued,09-12-2020 15:02,audio,Culture
13506,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,10,dislike,17-05-2021 22:43,audio,Culture
13507,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,15,scared,06-03-2021 01:03,audio,Culture
13508,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,12,worried,17-07-2020 05:43,audio,Culture
13509,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,45,intrigued,17-05-2021 15:28,audio,Culture
13510,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,30,interested,22-07-2020 20:51,audio,Culture
13511,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,20,indifferent,21-02-2021 19:46,audio,Culture
13512,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,15,scared,06-01-2021 04:42,audio,Culture
13514,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,10,dislike,10-08-2020 20:30,photo,travel
13515,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,45,intrigued,01-01-2021 07:25,photo,travel
13516,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,30,interested,27-01-2021 03:55,photo,travel
13517,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,45,intrigued,29-08-2020 14:50,photo,travel
13518,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,70,want,10-12-2020 05:40,photo,travel
13519,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,5,hate,20-07-2020 05:54,photo,travel
13520,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,12,worried,12-02-2021 16:44,photo,travel
13521,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,30,interested,13-06-2021 04:01,photo,travel
13522,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,72,adore,07-12-2020 04:38,photo,travel
13523,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,75,super love,05-10-2020 17:45,photo,travel
13524,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,70,cherish,17-10-2020 16:42,photo,travel
13525,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,20,indifferent,12-03-2021 19:52,photo,travel
13526,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,10,dislike,26-03-2021 15:38,photo,travel
13527,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,70,want,02-09-2020 14:41,photo,travel
13528,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,30,interested,16-03-2021 17:24,photo,travel
13529,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,15,scared,12-09-2020 03:55,photo,travel
13530,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,0,disgust,12-11-2020 10:25,photo,travel
13531,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,5,hate,28-08-2020 20:02,photo,travel
13532,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,70,want,19-12-2020 22:25,photo,travel
13533,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,72,adore,08-11-2020 19:19,photo,travel
13534,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,0,disgust,05-12-2020 05:54,photo,travel
13535,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,72,adore,16-10-2020 22:16,photo,travel
13536,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,10,dislike,16-09-2020 02:18,photo,travel
13537,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,12,worried,12-08-2020 01:11,photo,travel
13538,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,15,scared,06-09-2020 06:45,photo,travel
13539,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,50,like,04-07-2020 09:05,photo,travel
13540,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,0,disgust,14-07-2020 18:30,photo,travel
13541,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,5,hate,24-05-2021 10:42,photo,travel
13542,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,60,heart,21-02-2021 22:43,photo,travel
13543,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,15,scared,29-09-2020 19:13,photo,travel
13544,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,12,worried,08-01-2021 22:31,photo,travel
13545,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,10,dislike,11-02-2021 00:34,photo,travel
13546,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,65,love,06-04-2021 05:28,photo,travel
13547,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,50,like,01-01-2021 17:31,photo,travel
13548,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,20,indifferent,04-03-2021 09:46,photo,travel
13549,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,10,dislike,03-09-2020 11:58,photo,travel
13550,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,30,interested,05-04-2021 15:09,photo,travel
13551,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,30,interested,12-11-2020 21:49,photo,travel
13552,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,10,dislike,19-10-2020 17:04,photo,travel
13553,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,75,super love,21-02-2021 01:32,photo,travel
13554,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,12,worried,13-09-2020 07:57,photo,travel
13555,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,35,peeking,01-04-2021 02:50,photo,travel
13556,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,12,worried,30-04-2021 14:08,photo,travel
13557,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,10,dislike,21-12-2020 08:28,photo,travel
13558,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,0,disgust,19-04-2021 06:15,photo,travel
13559,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,65,love,30-09-2020 20:27,photo,travel
13560,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,10,dislike,12-12-2020 15:22,photo,travel
13561,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,10,dislike,03-02-2021 15:43,photo,travel
13563,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,5,hate,19-04-2021 06:41,video,travel
13564,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,65,love,01-12-2020 23:14,video,travel
13565,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,70,want,16-07-2020 23:07,video,travel
13566,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,45,intrigued,08-12-2020 15:45,video,travel
13567,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,65,love,04-11-2020 14:29,video,travel
13568,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,35,peeking,19-10-2020 19:24,video,travel
13569,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,50,like,20-06-2020 03:55,video,travel
13570,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,70,want,07-12-2020 05:12,video,travel
13571,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,72,adore,26-08-2020 15:35,video,travel
13572,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,60,heart,15-06-2021 04:01,video,travel
13573,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,70,want,29-09-2020 18:19,video,travel
13574,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,60,heart,17-03-2021 06:40,video,travel
